name,phase,inc,emi,canal0,canal1,canal2,canal3,canal4,canal5,canal6,canal7,canal8,canal9,canal10,canal11,canal12,canal13,canal14,canal15,canal16,canal17,canal18,canal19,canal20,canal21,canal22,canal23,canal24,canal25,canal26,canal27,canal28,canal29,canal30,canal31,canal32,canal33,canal34,canal35,canal36,canal37,canal38,canal39,canal40,canal41,canal42,canal43,canal44,canal45,canal46,canal47,canal48,canal49,canal50,canal51,canal52,canal53,canal54,canal55,canal56,canal57,canal58,canal59,canal60,canal61,canal62,canal63
2417225888_lvl3_0.fit,10.04,12.49,22.51,0.2596682906150818,0.279146134853363,0.187612697482109,0.1905683726072311,0.1705093532800674,0.1679929047822952,0.178834393620491,0.186787948012352,0.1862189173698424,0.186738833785057,0.1858662366867065,0.185828074812889,0.1852231323719025,0.1896699666976928,0.1867701113224029,0.1876156777143478,0.1890590786933899,0.1870471090078353,0.19145730137825,0.1907425671815872,0.1935895234346389,0.1960462480783462,0.2005873918533325,0.19957534968853,0.2015929073095321,0.1994183361530304,0.2010128200054168,0.2005194276571273,0.1986272037029266,0.1982514709234237,0.1989655047655105,0.1961031258106232,0.1953859776258469,0.1942247897386551,0.1921346783638,0.1893571466207504,0.1835651397705078,0.1810375303030014,0.1777504682540893,0.1753059029579162,0.1711098551750183,0.1685343831777572,0.1663755029439926,0.1648337543010711,0.1625692844390869,0.1617112606763839,0.159067690372467,0.1553105413913726,0.1513525396585464,0.1474698185920715,0.1433622688055038,0.1396979540586471,0.137833297252655,0.1362897306680679,0.1348142176866531,0.1342498213052749,0.1332524716854095,0.1336364299058914,0.1332367956638336,0.1388151496648788,0.139903649687767,0.1431507766246795,0.1438572704792022,0.1452995687723159
2417234480_lvl3_0.fit,9.94,23.69,30.78,0.2434335350990295,0.2684037089347839,0.1830326616764069,0.1905640810728072,0.1728253215551376,0.1701994985342025,0.1817721724510193,0.1903810650110244,0.1899848580360412,0.190626323223114,0.1898485273122787,0.1899603903293609,0.1894295960664749,0.1941081583499908,0.1913331300020217,0.1923727691173553,0.1939308941364288,0.1919744908809661,0.1965436935424804,0.1958186030387878,0.1987856477499008,0.2013327479362488,0.205879271030426,0.2047210931777954,0.2066820561885833,0.2043133080005645,0.2057519108057022,0.205062136054039,0.2029759138822555,0.2024247795343399,0.2029892057180404,0.2000350356101989,0.1991957575082779,0.1979334056377411,0.1958056539297104,0.1930480003356933,0.1872644126415252,0.1847680509090423,0.1815506368875503,0.1792375445365905,0.1751504689455032,0.1726258099079132,0.1705133467912674,0.1690340191125869,0.1667670458555221,0.1658880412578582,0.163173034787178,0.1593263745307922,0.155267059803009,0.1512746661901474,0.1470163464546203,0.1431704759597778,0.1411176770925521,0.1394324004650116,0.1379555463790893,0.1373399347066879,0.1362988352775573,0.136783480644226,0.1365144103765487,0.1423187851905822,0.1436203420162201,0.1472393572330474,0.1484399884939193,0.1498016119003296
2417245216_lvl3_0.fit,10.03,30.28,33.37,0.2271982580423355,0.2683961689472198,0.1830275207757949,0.1905587315559387,0.1705007255077362,0.1688685268163681,0.1799091398715973,0.1878853291273116,0.1870965659618377,0.1875868737697601,0.1867234408855438,0.1867732256650924,0.1861333101987838,0.1907029747962952,0.1878208816051483,0.1886813044548034,0.1902326494455337,0.1883029490709304,0.1927662640810012,0.1920594274997711,0.1948532909154892,0.1973020732402801,0.201767697930336,0.2005365490913391,0.2024244517087936,0.1999977976083755,0.2013930678367614,0.2006234526634216,0.1985433846712112,0.1980093568563461,0.1985645443201064,0.1956261992454528,0.194847747683525,0.1936580389738083,0.1915663331747055,0.1888176649808884,0.1830152422189712,0.1804910451173782,0.1772561371326446,0.174786627292633,0.1706027835607528,0.1680674701929092,0.165920615196228,0.1643565893173217,0.1621154695749282,0.1612818092107772,0.1586159020662307,0.1548486351966858,0.1508788913488388,0.1469546258449554,0.1428352147340774,0.1391179859638214,0.137176975607872,0.1355669349431991,0.1339922249317169,0.1333662718534469,0.1322720199823379,0.1325434744358062,0.1320478916168213,0.1375235170125961,0.1384428739547729,0.1415198743343353,0.142039805650711,0.1430396288633346
2417247363_lvl3_0.fit,10.02,26.3,33.86,0.2596536874771118,0.2683946490287781,0.1830264925956726,0.1905576735734939,0.1716596186161041,0.1684255301952362,0.1805274337530136,0.1900057047605514,0.1900523751974105,0.1906858533620834,0.189784362912178,0.1900070160627364,0.189520001411438,0.1941469609737396,0.1915713399648666,0.1927502751350402,0.1940319091081619,0.192000463604927,0.1966597437858581,0.1959531307220458,0.1990442723035812,0.2016550451517104,0.2061638683080672,0.2050530165433884,0.2071714997291564,0.2048146575689316,0.2061939388513564,0.2055879384279251,0.2036699950695037,0.2031856328248977,0.2037641704082488,0.2008789181709289,0.2000476270914077,0.1986847817897797,0.1965782046318054,0.1939007937908173,0.1882717609405517,0.1857424676418304,0.1825414448976516,0.1803060472011566,0.1762695759534835,0.1736132055521011,0.171508327126503,0.1699503660202026,0.1677003353834152,0.1667087823152542,0.1640878915786743,0.1603804528713226,0.1563836485147476,0.1524482518434524,0.1482366472482681,0.1445024013519287,0.1424319148063659,0.1407293528318405,0.1393250375986099,0.1386504620313644,0.1376266926527023,0.1381094753742218,0.1380761563777923,0.1439110785722732,0.1454967409372329,0.1496374160051345,0.151331290602684,0.1531754434108734
2418557356_lvl3_0.fit,9.29,18.62,17.12,0.2425936311483383,0.2674776315689087,0.1869611889123917,0.1899065971374512,0.1687613129615783,0.1669689565896988,0.1785219609737396,0.1873342543840408,0.187045618891716,0.1877336949110031,0.1870056390762328,0.1870853155851364,0.1866538375616073,0.1911797076463699,0.1884378790855408,0.1895279288291931,0.190939337015152,0.1889518350362777,0.1935734897851944,0.1928647309541702,0.1958522796630859,0.1983928084373474,0.2029656916856765,0.2019212543964385,0.2039686292409896,0.2016837149858474,0.2032133638858795,0.2026861011981964,0.2007682770490646,0.2002851963043213,0.2010184973478316,0.1981480866670608,0.1973402053117752,0.1961250156164169,0.19406059384346,0.1912972182035446,0.1855676919221878,0.1830595582723617,0.1798261553049087,0.1775215119123459,0.1734249889850616,0.1708119809627532,0.1686975955963134,0.1671270132064819,0.1649228781461715,0.1640561819076538,0.1614143699407577,0.1576705574989318,0.1536477357149124,0.149650365114212,0.145528569817543,0.1418200880289077,0.1399027407169342,0.1383459717035293,0.1369456946849822,0.1364049315452575,0.1353944540023803,0.1359868049621582,0.1358372122049331,0.141723945736885,0.1431248188018798,0.1469255089759826,0.1482886224985122,0.1498459726572036
2418559504_lvl3_0.fit,9.3,16.19,13.19,0.2587651014328003,0.2781751751899719,0.1915201395750045,0.1924376040697097,0.1710721552371978,0.1678491234779358,0.178829550743103,0.1875170469284057,0.1872655898332596,0.1879298388957976,0.1871197372674942,0.1872428208589553,0.1867974996566772,0.1913593411445617,0.1886400282382964,0.189756453037262,0.191116914153099,0.1891124546527862,0.1936946511268616,0.1930324137210845,0.1959833800792694,0.1985178291797637,0.2030856013298034,0.2020551860332488,0.2040750235319137,0.2017838805913925,0.2032900303602218,0.2027608156204224,0.2008406817913055,0.2003908306360244,0.201068177819252,0.198180228471756,0.1973884552717209,0.1961547583341598,0.1940741539001464,0.1913104057312012,0.1856070607900619,0.1830986887216568,0.1798643618822097,0.1775472909212112,0.1734524071216583,0.1708719283342361,0.168773353099823,0.1672039479017257,0.1650012582540512,0.1641198694705963,0.1614953577518463,0.1577534526586532,0.1537500768899917,0.1497398912906646,0.145601749420166,0.1419334858655929,0.1399828493595123,0.1384532898664474,0.137060984969139,0.1365255117416381,0.1355469077825546,0.1361213624477386,0.135983720421791,0.1418615579605102,0.1432518362998962,0.1469894051551818,0.1482878029346466,0.1501257419586181
2418561651_lvl3_0.fit,9.32,16.73,14.96,0.2425909042358398,0.2781736254692077,0.1915190666913986,0.1899044662714004,0.1710712015628814,0.1704914569854736,0.180988684296608,0.1887109577655792,0.1878538727760314,0.1884546279907226,0.1876944303512572,0.1877702474594116,0.187182292342186,0.1918099969625472,0.1889234185218811,0.1899084448814392,0.1915445923805236,0.1896287053823471,0.1942130923271179,0.1935657262802124,0.1964582055807113,0.1989960521459579,0.2036655396223068,0.2025717794895172,0.2045255601406097,0.2022487074136734,0.2037363350391388,0.2031009644269943,0.2010417580604552,0.2005676180124282,0.2012872397899628,0.198295459151268,0.1975848078727722,0.1964465677738189,0.1943807303905487,0.1916090548038482,0.185767650604248,0.183311864733696,0.1800594329833984,0.1776265949010848,0.1734656244516372,0.1709927916526794,0.1689104884862899,0.1674054563045501,0.1652065068483352,0.1644418835639953,0.1617729067802429,0.1579369306564331,0.153938427567482,0.1499558985233307,0.1458044499158859,0.1419897675514221,0.1400831788778305,0.1385606080293655,0.137106642127037,0.1366218328475952,0.1356482952833175,0.1361747235059738,0.1358651518821716,0.1417569518089294,0.1428675651550292,0.1461471766233444,0.1469640582799911,0.1481606662273406
2418563798_lvl3_0.fit,9.32,16.59,15.14,0.2425895482301712,0.2674731314182281,0.1778381317853927,0.1848393082618713,0.1652908474206924,0.1634417921304702,0.1763588339090347,0.1863199919462204,0.1867478042840957,0.1874676048755645,0.186714619398117,0.186923623085022,0.1866024881601333,0.1910861432552337,0.1885566264390945,0.1898308545351028,0.1909361332654952,0.1889163255691528,0.1935091167688369,0.1927208453416824,0.1957960873842239,0.1983390301465988,0.2027927935123444,0.2017827779054641,0.2039006650447845,0.2015992850065231,0.2030154168605804,0.2025499790906906,0.2007281333208084,0.2002462297677993,0.2008965611457824,0.1980948895215988,0.1972217112779617,0.1958750486373901,0.193764328956604,0.1910370886325836,0.1854702830314636,0.1828958392143249,0.1796531826257705,0.1774649769067764,0.1734504699707031,0.1707634180784225,0.1686180382966995,0.1670463234186172,0.1648725271224975,0.1638758182525634,0.1612806320190429,0.1576511412858963,0.1536967605352401,0.1497201323509216,0.1456001251935959,0.1420080214738845,0.1400419622659683,0.138430118560791,0.1371522843837738,0.1365725249052047,0.1356219947338104,0.1362551301717758,0.1363061815500259,0.1422059684991836,0.143931970000267,0.1482822448015213,0.1500900983810424,0.1520882993936538
2418565948_lvl3_0.fit,9.33,16.47,15.35,0.2425881922245025,0.278170496225357,0.1869569867849349,0.1899023354053497,0.1699134111404418,0.169608473777771,0.1802151799201965,0.1882492452859878,0.1874834448099136,0.1881238669157028,0.1873468905687332,0.1873982101678848,0.1869390308856964,0.1914916336536407,0.1886774748563766,0.1896767318248748,0.1912566274404525,0.1893032640218734,0.1939053088426589,0.1932541728019714,0.1961651742458343,0.1986910849809646,0.2033243030309676,0.2022318691015243,0.2042006403207779,0.2019222974777221,0.203422799706459,0.2027574032545089,0.2007086277008057,0.2002451121807098,0.2009123712778091,0.1979608088731765,0.1972206085920333,0.196074366569519,0.1940122842788696,0.1912072896957397,0.1854153573513031,0.182948350906372,0.1797044724225998,0.1772899776697158,0.1731372773647308,0.1706558763980865,0.1685864031314849,0.1670921146869659,0.164887472987175,0.1641171127557754,0.161476269364357,0.1576670110225677,0.1536787003278732,0.1497373729944229,0.1455993056297302,0.1418168991804123,0.1398996114730834,0.1383644789457321,0.1368962079286575,0.1364261358976364,0.1354680210351944,0.1360378712415695,0.135716363787651,0.1415823698043823,0.1427807360887527,0.1462102681398391,0.1472029387950897,0.1484396010637283
2418568096_lvl3_0.fit,9.34,16.02,16.43,0.2587592899799347,0.2888677716255188,0.1915158480405807,0.1924332827329636,0.1722241938114166,0.1696075201034546,0.1802141666412353,0.1883401125669479,0.1877770572900772,0.1883857399225234,0.1876337081193924,0.1877670884132384,0.1872273683547973,0.1918067783117294,0.1889608800411224,0.1899817734956741,0.1915413737297058,0.1895931661128997,0.194179281592369,0.1935343444347381,0.1964284628629684,0.1989674717187881,0.2036136984825134,0.2025233656167984,0.2044790983200072,0.2022047787904739,0.2036745399236679,0.2030217051506042,0.2009832262992859,0.2005108594894409,0.2011991739273071,0.1982256323099136,0.1974992156028747,0.1963199377059936,0.1942456066608428,0.1914631128311156,0.1856567710638046,0.1831749230623244,0.1799126118421554,0.1775299161672592,0.1733917444944381,0.1708833277225494,0.1688002496957779,0.1672780513763427,0.165092721581459,0.1642937958240509,0.1616555303335189,0.1578672379255294,0.1538842320442199,0.1499533802270889,0.1458019912242889,0.1420444697141647,0.1401010453701019,0.1385582834482192,0.137127548456192,0.1366438120603561,0.1356970816850662,0.136253610253334,0.1360101401805877,0.1418929696083068,0.1431634128093719,0.1467272192239761,0.1476831585168838,0.1492805778980255
